ENSG00000004478|ENSG00000004478.8|ENSP00000001008|ENSP00000001008.4,1.1540188587425637
ENSG00000086696|ENSG00000086696.11|ENSP00000199936|ENSP00000199936.4,1.0391552447790477
ENSG00000100485|ENSG00000100485.12|ENSP00000216373|ENSP00000216373.5,1.0797770687061425
ENSG00000156711|ENSG00000156711.17|ENSP00000211287|ENSP00000211287.4,1.4385244382087516
ENSG00000100219|ENSG00000100219.17|ENSP00000216037|ENSP00000216037.6,1.0484188309547942
ENSG00000100385|ENSG00000100385.15|ENSP00000216223|ENSP00000216223.5,1.146465333047478
ENSG00000096654|ENSG00000096654.16|ENSP00000211936|ENSP00000211936.6,1.1941346726107764
ENSG00000087303|ENSG00000087303.19|ENSP00000216286|ENSP00000216286.4,1.0043819172488622
ENSG00000065060|ENSG00000065060.18|ENSP00000192788|ENSP00000192788.5,1.0248694281040747
ENSG00000064218|ENSG00000064218.5|ENSP00000190165|ENSP00000190165.2,1.0240352067322478
ENSG00000086827|ENSG00000086827.9|ENSP00000200135|ENSP00000200135.3,1.027762910952743
ENSG00000100348|ENSG00000100348.10|ENSP00000216185|ENSP00000216185.2,1.2819087083853322
ENSG00000095261|ENSG00000095261.14|ENSP00000210313|ENSP00000210313.2,0.9841026960322965
ENSG00000112852|ENSG00000112852.7|ENSP00000194155|ENSP00000194155.4,1.0197741641086482
ENSG00000100302|ENSG00000100302.7|ENSP00000216127|ENSP00000216127.4,1.6220690829815474
ENSG00000128203|ENSG00000128203.7|ENSP00000215906|ENSP00000215906.5,1.208747094645449
ENSG00000099785|ENSG00000099785.11|ENSP00000215555|ENSP00000215555.2,1.2315375691782517
ENSG00000089060|ENSG00000089060.12|ENSP00000202831|ENSP00000202831.3,1.116730618586348
ENSG00000100104|ENSG00000100104.13|ENSP00000215917|ENSP00000215917.6,1.037341335896119
ENSG00000087494|ENSG00000087494.16|ENSP00000201015|ENSP00000201015.4,1.1485405771707435
ENSG00000075413|ENSG00000075413.19|ENSP00000216288|ENSP00000216288.7,0.9879656585446246
ENSG00000073670|ENSG00000073670.14|ENSP00000200557|ENSP00000200557.6,1.1755771131359103
ENSG00000099804|ENSG00000099804.9|ENSP00000215574|ENSP00000215574.2,1.558426631782563
ENSG00000065609|ENSG00000065609.15|ENSP00000195649|ENSP00000195649.6,0.9898391825896571
ENSG00000099769|ENSG00000099769.6|ENSP00000215539|ENSP00000215539.3,1.4147866334683805
ENSG00000085721|ENSG00000085721.13|ENSP00000198767|ENSP00000198767.7,1.0272502207344973
ENSG00000100209|ENSG00000100209.11|ENSP00000216027|ENSP00000216027.3,1.1178442918843778
ENSG00000100263|ENSG00000100263.14|ENSP00000216085|ENSP00000216085.7,1.1475461860135743
ENSG00000100281|ENSG00000100281.14|ENSP00000216106|ENSP00000216106.5,1.0059048239985715
ENSG00000086504|ENSG00000086504.18|ENSP00000199706|ENSP00000199706.7,1.5150336145091887
ENSG00000100292|ENSG00000100292.18|ENSP00000216117|ENSP00000216117.8,1.322617611789073
ENSG00000100412|ENSG00000100412.17|ENSP00000216254|ENSP00000216254.4,1.1981891283194193
ENSG00000035403|ENSG00000035403.18|ENSP00000211998|ENSP00000211998.5,1.0253610453705049
ENSG00000092295|ENSG00000092295.12|ENSP00000206765|ENSP00000206765.6,1.102722226816988
ENSG00000099999|ENSG00000099999.15|ENSP00000215798|ENSP00000215798.6,1.192597422244783
ENSG00000091986|ENSG00000091986.16|ENSP00000206423|ENSP00000206423.3,1.0372772258188572
ENSG00000090554|ENSG00000090554.13|ENSP00000204637|ENSP00000204637.2,1.4061927925759101
ENSG00000083817|ENSG00000083817.9|ENSP00000196489|ENSP00000196489.2,1.126966081200963
ENSG00000100749|ENSG00000100749.9|ENSP00000216639|ENSP00000216639.3,1.1362737023925624
ENSG00000100216|ENSG00000100216.6|ENSP00000216034|ENSP00000216034.4,1.1861576175026214
ENSG00000100678|ENSG00000100678.20|ENSP00000216568|ENSP00000216568.7,1.1868601714084321
ENSG00000100345|ENSG00000100345.23|ENSP00000216181|ENSP00000216181.6,1.4329167778717007
ENSG00000088002|ENSG00000088002.12|ENSP00000201586|ENSP00000201586.2,1.3776275141596745
ENSG00000077150|ENSG00000077150.21|ENSP00000189444|ENSP00000189444.6,1.0691210499983475
ENSG00000100564|ENSG00000100564.9|ENSP00000216452|ENSP00000216452.4,1.1258499688807941
ENSG00000084444|ENSG00000084444.14|ENSP00000197268|ENSP00000197268.8,0.9617745544836713
ENSG00000100196|ENSG00000100196.11|ENSP00000216014|ENSP00000216014.4,1.2263280285996092
ENSG00000094661|ENSG00000094661.3|ENSP00000209540|ENSP00000209540.2,1.1739173613139238
ENSG00000100299|ENSG00000100299.18|ENSP00000216124|ENSP00000216124.5,1.1811600974509864
ENSG00000197183|ENSG00000197183.15|ENSP00000201961|ENSP00000201961.3,1.2413868755253825
ENSG00000100554|ENSG00000100554.12|ENSP00000216442|ENSP00000216442.7,1.076249886419646
ENSG00000086548|ENSG00000086548.9|ENSP00000199764|ENSP00000199764.6,1.0419013528741965
ENSG00000093217|ENSG00000093217.11|ENSP00000207870|ENSP00000207870.3,0.9947694012497114
ENSG00000086189|ENSG00000086189.11|ENSP00000199320|ENSP00000199320.4,0.9892653431280858
ENSG00000094963|ENSG00000094963.14|ENSP00000209929|ENSP00000209929.8,1.073576022173415
ENSG00000100473|ENSG00000100473.18|ENSP00000216361|ENSP00000216361.5,0.9824148851783236
ENSG00000131037|ENSG00000131037.15|ENSP00000201647|ENSP00000201647.5,1.1535943941559579
ENSG00000154252|ENSG00000154252.12|ENSP00000192314|ENSP00000192314.6,1.6290268244947539
ENSG00000081791|ENSG00000081791.9|ENSP00000194118|ENSP00000194118.4,0.9710737163795223
ENSG00000100429|ENSG00000100429.18|ENSP00000216271|ENSP00000216271.5,1.1130698248589745
ENSG00000087510|ENSG00000087510.7|ENSP00000201031|ENSP00000201031.2,1.0590381074108857
ENSG00000099812|ENSG00000099812.9|ENSP00000215582|ENSP00000215582.4,1.1499968334863249
ENSG00000085872|ENSG00000085872.15|ENSP00000198939|ENSP00000198939.6,1.2784276236045695
ENSG00000157426|ENSG00000157426.14|ENSP00000205214|ENSP00000205214.6,1.057811932269967
ENSG00000086232|ENSG00000086232.13|ENSP00000199389|ENSP00000199389.6,1.0054767175674435
ENSG00000091640|ENSG00000091640.8|ENSP00000206020|ENSP00000206020.3,1.257700967669961
ENSG00000100883|ENSG00000100883.13|ENSP00000216774|ENSP00000216774.6,1.2238446154505127
ENSG00000091947|ENSG00000091947.10|ENSP00000206380|ENSP00000206380.3,1.218583940420153
ENSG00000239900|ENSG00000239900.14|ENSP00000216194|ENSP00000216194.8,1.0366449840839635
ENSG00000100097|ENSG00000100097.12|ENSP00000215909|ENSP00000215909.5,1.5895568958314792
ENSG00000089693|ENSG00000089693.11|ENSP00000203630|ENSP00000203630.5,1.1833914159627519
ENSG00000100206|ENSG00000100206.11|ENSP00000216024|ENSP00000216024.2,1.1275614810619392
ENSG00000100591|ENSG00000100591.8|ENSP00000216479|ENSP00000216479.3,1.1286430522972204
ENSG00000092140|ENSG00000092140.16|ENSP00000206595|ENSP00000206595.6,1.1501323475878422
ENSG00000100739|ENSG00000100739.11|ENSP00000216629|ENSP00000216629.6,1.130834166914987
ENSG00000100078|ENSG00000100078.4|ENSP00000215885|ENSP00000215885.3,1.1793257802859467
ENSG00000249437|ENSG00000249437.8|ENSP00000443944|ENSP00000443944.1,1.016755935830058
ENSG00000083444|ENSG00000083444.17|ENSP00000196061|ENSP00000196061.4,1.3137144939776915
ENSG00000100312|ENSG00000100312.11|ENSP00000216139|ENSP00000216139.5,1.004678171380894
ENSG00000099985|ENSG00000099985.4|ENSP00000215781|ENSP00000215781.2,1.2292545723554096
ENSG00000085514|ENSG00000085514.16|ENSP00000198536|ENSP00000198536.2,1.0878464652098263
ENSG00000184436|ENSG00000184436.12|ENSP00000215742|ENSP00000215742.4,1.1486962134519367
ENSG00000100823|ENSG00000100823.12|ENSP00000216714|ENSP00000216714.3,1.0464117837789668
ENSG00000100105|ENSG00000100105.18|ENSP00000215919|ENSP00000215919.3,1.0790486195847364
ENSG00000185339|ENSG00000185339.10|ENSP00000215838|ENSP00000215838.3,1.079169882682532
ENSG00000100557|ENSG00000100557.10|ENSP00000216445|ENSP00000216445.3,1.1957767602468026
ENSG00000100344|ENSG00000100344.11|ENSP00000216180|ENSP00000216180.3,1.0180169108405261
ENSG00000100321|ENSG00000100321.15|ENSP00000216155|ENSP00000216155.7,1.6722951536173183
ENSG00000090863|ENSG00000090863.12|ENSP00000205061|ENSP00000205061.5,1.048505100673476
ENSG00000100373|ENSG00000100373.10|ENSP00000216211|ENSP00000216211.4,1.1445521117274935
ENSG00000100211|ENSG00000100211.12|ENSP00000216029|ENSP00000216029.3,1.107340543849237
ENSG00000100567|ENSG00000100567.13|ENSP00000216455|ENSP00000216455.4,1.182485848324498
ENSG00000100652|ENSG00000100652.5|ENSP00000216540|ENSP00000216540.4,1.1723508404694274
ENSG00000100162|ENSG00000100162.16|ENSP00000215980|ENSP00000215980.5,1.2531905316612098
ENSG00000092067|ENSG00000092067.7|ENSP00000206513|ENSP00000206513.5,1.2369911962460491
ENSG00000100442|ENSG00000100442.11|ENSP00000216330|ENSP00000216330.3,1.2264450273368364
ENSG00000091583|ENSG00000091583.11|ENSP00000205948|ENSP00000205948.6,1.1165181061892142
ENSG00000241360|ENSG00000241360.2|ENSP00000215904|ENSP00000215904.6,1.4321274923742753
ENSG00000100629|ENSG00000100629.17|ENSP00000216517|ENSP00000216517.6,1.003704501092818
ENSG00000092009|ENSG00000092009.10|ENSP00000206446|ENSP00000206446.4,1.151749228369126
ENSG00000079156|ENSG00000079156.17|ENSP00000190611|ENSP00000190611.4,1.0245876687980167
ENSG00000100075|ENSG00000100075.10|ENSP00000215882|ENSP00000215882.5,1.325947387699806
ENSG00000100258|ENSG00000100258.18|ENSP00000216080|ENSP00000216080.5,1.2608940999777924
ENSG00000100221|ENSG00000100221.11|ENSP00000216039|ENSP00000216039.5,1.2159301554930244
ENSG00000087077|ENSG00000087077.14|ENSP00000200457|ENSP00000200457.4,1.0817253134635343
ENSG00000100362|ENSG00000100362.13|ENSP00000216200|ENSP00000216200.5,1.430650709501216
ENSG00000243811|ENSG00000243811.12|ENSP00000216099|ENSP00000216099.7,1.1786031617360955
ENSG00000184979|ENSG00000184979.12|ENSP00000215794|ENSP00000215794.7,1.1966212929822075
ENSG00000089195|ENSG00000089195.15|ENSP00000203001|ENSP00000203001.2,1.066406424613706
ENSG00000090615|ENSG00000090615.16|ENSP00000204726|ENSP00000204726.3,1.1117996942987018
ENSG00000099953|ENSG00000099953.10|ENSP00000215743|ENSP00000215743.3,1.167341524620958
ENSG00000099797|ENSG00000099797.15|ENSP00000215567|ENSP00000215567.4,1.5156286310579357
ENSG00000100304|ENSG00000100304.13|ENSP00000216129|ENSP00000216129.6,1.4353080712261745
ENSG00000092850|ENSG00000092850.12|ENSP00000207457|ENSP00000207457.3,1.2704736308300126
ENSG00000100341|ENSG00000100341.13|ENSP00000216177|ENSP00000216177.3,1.2040740510713703
ENSG00000108244|ENSG00000108244.17|ENSP00000209718|ENSP00000209718.3,1.1246791389662647
ENSG00000081818|ENSG00000081818.4|ENSP00000194152|ENSP00000194152.1,0.9921992023212578
ENSG00000090924|ENSG00000090924.15|ENSP00000205135|ENSP00000205135.3,0.9763515757337896
ENSG00000100220|ENSG00000100220.12|ENSP00000216038|ENSP00000216038.5,1.0781259412287791
ENSG00000100504|ENSG00000100504.17|ENSP00000216392|ENSP00000216392.7,1.087858536805428
ENSG00000100580|ENSG00000100580.8|ENSP00000216468|ENSP00000216468.7,1.0602831086936246
ENSG00000089009|ENSG00000089009.16|ENSP00000202773|ENSP00000202773.9,1.0918970468735494
ENSG00000100417|ENSG00000100417.12|ENSP00000216259|ENSP00000216259.7,1.3201676226631978
ENSG00000099624|ENSG00000099624.8|ENSP00000215375|ENSP00000215375.1,1.43185160640414
ENSG00000090487|ENSG00000090487.11|ENSP00000204566|ENSP00000204566.2,1.1024209745770017
ENSG00000100124|ENSG00000100124.15|ENSP00000215941|ENSP00000215941.4,1.1721209617421895
ENSG00000092607|ENSG00000092607.15|ENSP00000207157|ENSP00000207157.3,1.0905226491632443
ENSG00000100528|ENSG00000100528.12|ENSP00000216416|ENSP00000216416.4,1.18186757992537
ENSG00000166948|ENSG00000166948.10|ENSP00000202625|ENSP00000202625.2,1.1868474993240195
ENSG00000078018|ENSG00000078018.22|ENSP00000199940|ENSP00000199940.6,0.9323195236956803
ENSG00000187758|ENSG00000187758.8|ENSP00000209668|ENSP00000209668.2,1.06197186354741
ENSG00000096150|ENSG00000096150.9|ENSP00000211372|ENSP00000211372.5,1.1578543759353135
ENSG00000099937|ENSG00000099937.11|ENSP00000215727|ENSP00000215727.5,1.1136150613684686
ENSG00000134461|ENSG00000134461.16|ENSP00000352361|ENSP00000352361.6,1.1990330896232182
ENSG00000183741|ENSG00000183741.12|ENSP00000216083|ENSP00000216083.6,1.1925058881803412
ENSG00000086589|ENSG00000086589.12|ENSP00000199814|ENSP00000199814.4,1.1132567033050285
ENSG00000100028|ENSG00000100028.12|ENSP00000215829|ENSP00000215829.3,1.2423317333962367
ENSG00000099866|ENSG00000099866.16|ENSP00000215637|ENSP00000215637.2,1.2945156794900392
ENSG00000100387|ENSG00000100387.9|ENSP00000216225|ENSP00000216225.8,1.3148234514791157
ENSG00000100836|ENSG00000100836.11|ENSP00000216727|ENSP00000216727.4,1.0241874588889193
ENSG00000089639|ENSG00000089639.11|ENSP00000203556|ENSP00000203556.3,1.102832481198257
ENSG00000088808|ENSG00000088808.18|ENSP00000202556|ENSP00000202556.9,0.9888947206893095
ENSG00000094804|ENSG00000094804.12|ENSP00000209728|ENSP00000209728.4,1.0247862562591994
ENSG00000088305|ENSG00000088305.19|ENSP00000201963|ENSP00000201963.3,1.063740708779651
ENSG00000091140|ENSG00000091140.15|ENSP00000205402|ENSP00000205402.3,1.1343287325428468
ENSG00000090539|ENSG00000090539.16|ENSP00000204604|ENSP00000204604.1,1.0269377034916536
ENSG00000100053|ENSG00000100053.10|ENSP00000215855|ENSP00000215855.2,1.2804384489655924
ENSG00000078098|ENSG00000078098.15|ENSP00000188790|ENSP00000188790.4,1.109381638916336
ENSG00000095917|ENSG00000095917.15|ENSP00000211076|ENSP00000211076.3,1.3942070868093117
ENSG00000091262|ENSG00000091262.17|ENSP00000205557|ENSP00000205557.7,1.1055005111185596
ENSG00000082684|ENSG00000082684.16|ENSP00000195173|ENSP00000195173.5,1.1824097491507037
ENSG00000100246|ENSG00000100246.13|ENSP00000216068|ENSP00000216068.4,1.6665955847065252
ENSG00000092929|ENSG00000092929.13|ENSP00000207549|ENSP00000207549.3,1.2735941525752248
ENSG00000100218|ENSG00000100218.12|ENSP00000216036|ENSP00000216036.4,1.2963150005510962
ENSG00000100453|ENSG00000100453.14|ENSP00000216341|ENSP00000216341.4,1.1663261975514718
ENSG00000100425|ENSG00000100425.20|ENSP00000216267|ENSP00000216267.8,1.1525303496643566
ENSG00000082458|ENSG00000082458.12|ENSP00000194900|ENSP00000194900.4,1.0711759608146305
ENSG00000096171|ENSG00000096171.14|ENSP00000211402|ENSP00000211402.6,1.0974226909547502
ENSG00000100253|ENSG00000100253.13|ENSP00000216075|ENSP00000216075.6,1.5376170972818006
ENSG00000095539|ENSG00000095539.16|ENSP00000210633|ENSP00000210633.3,1.0324587440992354
ENSG00000091844|ENSG00000091844.8|ENSP00000206262|ENSP00000206262.1,1.2013133588345808
ENSG00000249115|ENSG00000249115.9|ENSP00000439056|ENSP00000439056.1,1.1360006599533217
ENSG00000100226|ENSG00000100226.16|ENSP00000216044|ENSP00000216044.5,1.0718749656251898
ENSG00000100448|ENSG00000100448.4|ENSP00000216336|ENSP00000216336.2,1.1101911777993725
ENSG00000100100|ENSG00000100100.14|ENSP00000215912|ENSP00000215912.4,1.192336789847244
ENSG00000091317|ENSG00000091317.8|ENSP00000205636|ENSP00000205636.3,1.0590257231230555
ENSG00000100604|ENSG00000100604.13|ENSP00000216492|ENSP00000216492.5,1.2001142643460263
ENSG00000167964|ENSG00000167964.13|ENSP00000210187|ENSP00000210187.6,1.3211593465631764
ENSG00000088367|ENSG00000088367.23|ENSP00000202028|ENSP00000202028.5,1.1562620609578638
ENSG00000096717|ENSG00000096717.12|ENSP00000212015|ENSP00000212015.6,1.0365955841606393
ENSG00000100478|ENSG00000100478.17|ENSP00000216366|ENSP00000216366.5,1.2876946660067004
ENSG00000100307|ENSG00000100307.13|ENSP00000216133|ENSP00000216133.5,1.3313618580457285
ENSG00000087237|ENSG00000087237.12|ENSP00000200676|ENSP00000200676.3,1.2762183606479265
ENSG00000100450|ENSG00000100450.13|ENSP00000216338|ENSP00000216338.4,1.1999068092251548
ENSG00000100612|ENSG00000100612.14|ENSP00000216500|ENSP00000216500.5,1.0323444064129008
ENSG00000092201|ENSG00000092201.10|ENSP00000216297|ENSP00000216297.2,1.0858002802269444
ENSG00000099617|ENSG00000099617.4|ENSP00000215368|ENSP00000215368.1,1.5952663592252838
ENSG00000076321|ENSG00000076321.11|ENSP00000209884|ENSP00000209884.4,0.9914314236877672
ENSG00000100297|ENSG00000100297.16|ENSP00000216122|ENSP00000216122.3,1.284121809251231
ENSG00000090776|ENSG00000090776.6|ENSP00000204961|ENSP00000204961.4,1.1864706966084035
ENSG00000100711|ENSG00000100711.14|ENSP00000216602|ENSP00000216602.6,1.3187174382522935
ENSG00000081087|ENSG00000081087.16|ENSP00000193322|ENSP00000193322.3,1.029872087139104
ENSG00000010256|ENSG00000010256.12|ENSP00000203407|ENSP00000203407.5,1.0972873753009538
ENSG00000100395|ENSG00000100395.15|ENSP00000216237|ENSP00000216237.5,1.1503305490236755
ENSG00000188130|ENSG00000188130.14|ENSP00000215659|ENSP00000215659.8,1.484827014745247
ENSG00000064601|ENSG00000064601.21|ENSP00000191018|ENSP00000191018.5,1.2485346516815652
ENSG00000095932|ENSG00000095932.7|ENSP00000215531|ENSP00000215531.4,1.4092112057386517
ENSG00000100314|ENSG00000100314.4|ENSP00000216144|ENSP00000216144.3,1.578080207677543
ENSG00000064205|ENSG00000064205.11|ENSP00000190983|ENSP00000190983.4,1.225530970163074
ENSG00000100410|ENSG00000100410.8|ENSP00000216252|ENSP00000216252.3,1.3279017759992686
ENSG00000133422|ENSG00000133422.14|ENSP00000215862|ENSP00000215862.4,1.0644508377680955
ENSG00000100353|ENSG00000100353.18|ENSP00000216190|ENSP00000216190.8,1.1388086707183174
ENSG00000030304|ENSG00000030304.15|ENSP00000189978|ENSP00000189978.6,1.0378431548009999
ENSG00000197208|ENSG00000197208.6|ENSP00000200652|ENSP00000200652.3,1.0533402654822535
ENSG00000204463|ENSG00000204463.14|ENSP00000211379|ENSP00000211379.5,0.9961981684152852
ENSG00000083845|ENSG00000083845.9|ENSP00000196551|ENSP00000196551.3,1.4423084314082717
ENSG00000100422|ENSG00000100422.14|ENSP00000216264|ENSP00000216264.8,1.089202519837762
ENSG00000100601|ENSG00000100601.10|ENSP00000216489|ENSP00000216489.3,1.0474744848132402
ENSG00000100522|ENSG00000100522.10|ENSP00000216410|ENSP00000216410.3,1.2009870749362919
ENSG00000080824|ENSG00000080824.19|ENSP00000216281|ENSP00000216281.8,1.1020564601166372
ENSG00000096092|ENSG00000096092.6|ENSP00000211314|ENSP00000211314.4,1.126409195172358
ENSG00000086289|ENSG00000086289.13|ENSP00000199448|ENSP00000199448.4,1.2954550257311956
ENSG00000099795|ENSG00000099795.7|ENSP00000215565|ENSP00000215565.1,1.717471677712877
ENSG00000094914|ENSG00000094914.14|ENSP00000209873|ENSP00000209873.4,1.001912178460069
ENSG00000099817|ENSG00000099817.12|ENSP00000215587|ENSP00000215587.7,1.5271357063966025
ENSG00000082146|ENSG00000082146.13|ENSP00000194530|ENSP00000194530.3,1.0487598816663297
ENSG00000100249|ENSG00000100249.5|ENSP00000216071|ENSP00000216071.4,1.0638584175492485
ENSG00000099341|ENSG00000099341.13|ENSP00000215071|ENSP00000215071.4,1.1873049730204304
ENSG00000167580|ENSG00000167580.8|ENSP00000199280|ENSP00000199280.3,1.2440353516091296
ENSG00000023608|ENSG00000023608.5|ENSP00000216294|ENSP00000216294.4,1.120788820415183
ENSG00000100079|ENSG00000100079.7|ENSP00000215886|ENSP00000215886.4,1.3260467374510772
ENSG00000100767|ENSG00000100767.17|ENSP00000216658|ENSP00000216658.5,1.133476665602415
ENSG00000100012|ENSG00000100012.12|ENSP00000215812|ENSP00000215812.5,1.2127247442419895
ENSG00000100583|ENSG00000100583.5|ENSP00000216471|ENSP00000216471.4,1.1307485051922486
ENSG00000100865|ENSG00000100865.15|ENSP00000216756|ENSP00000216756.6,1.1142432725091733
ENSG00000100376|ENSG00000100376.12|ENSP00000216214|ENSP00000216214.3,1.135579681914145
ENSG00000099860|ENSG00000099860.10|ENSP00000215631|ENSP00000215631.3,1.484849924667766
ENSG00000100324|ENSG00000100324.14|ENSP00000216160|ENSP00000216160.6,1.1249097383574491
ENSG00000099203|ENSG00000099203.7|ENSP00000214869|ENSP00000214869.1,1.3526853171502378
ENSG00000100030|ENSG00000100030.15|ENSP00000215832|ENSP00000215832.7,1.0907053165583627
ENSG00000089723|ENSG00000089723.10|ENSP00000203664|ENSP00000203664.5,1.2437024798781056
ENSG00000090932|ENSG00000090932.11|ENSP00000205143|ENSP00000205143.3,1.0415768909407432
ENSG00000089048|ENSG00000089048.15|ENSP00000202816|ENSP00000202816.1,1.193968075576529
ENSG00000100139|ENSG00000100139.14|ENSP00000215957|ENSP00000215957.6,1.1177469136615414
ENSG00000090971|ENSG00000090971.5|ENSP00000205194|ENSP00000205194.3,1.3456313867345322
ENSG00000100276|ENSG00000100276.10|ENSP00000216101|ENSP00000216101.6,1.407000877793157
ENSG00000099326|ENSG00000099326.9|ENSP00000215057|ENSP00000215057.1,1.1848333359425265
ENSG00000100532|ENSG00000100532.13|ENSP00000216420|ENSP00000216420.7,1.1020087752890246
ENSG00000099974|ENSG00000099974.8|ENSP00000215770|ENSP00000215770.5,1.226213899867283
ENSG00000100316|ENSG00000100316.16|ENSP00000346001|ENSP00000346001.3,1.2677850059358302
